ID,Prob1
14588, 0.27
14589, 0.40
14590, 0.30
14591, 0.25
14592, 0.27
14593, 0.29
14594, 0.59
14595, 0.37
14596, 0.01
14597, 0.42
14598, 0.42
14599, 0.41
14600, 0.43
14601, 0.51
14602, 0.38
14603, 0.46
14604, 0.59
14605, 0.38
14606, 0.33
14607, 0.22
14608, 0.18
14609, 0.39
14610, 0.33
14611, 0.41
14612, 0.56
14613, 0.28
14614, 0.36
14615, 0.48
14616, 0.29
14617, 0.32
14618, 0.28
14619, 0.44
14620, 0.27
14621, 0.39
14622, 0.59
14623, 0.26
14624, 0.46
14625, 0.32
14626, 0.30
14627, 0.48
14628, 0.58
14629, 0.27
14630, 0.02
14631, 0.59
14632, 0.58
14633, 0.47
14634, 0.34
14635, 0.35
14636, 0.37
14637, 0.26
14638, 0.25
14639, 0.26
14640, 0.30
14641, 0.37
14642, 0.42
14643, 0.59
14644, 0.37
14645, 0.32
14646, 0.48
14647, 0.27
14648, 0.31
14649, 0.46
14650, 0.36
14651, 0.35
14652, 0.27
14653, 0.34
14654, 0.34
14655, 0.27
14656, 0.39
14657, 0.47
14658, 0.27
14659, 0.20
14660, 0.27
14661, 0.27
14662, 0.37
14663, 0.27
14664, 0.30
14665, 0.52
14666, 0.38
14667, 0.42
14668, 0.33
14669, 0.34
14670, 0.49
14671, 0.42
14672, 0.27
14673, 0.37
14674, 0.59
14675, 0.46
14676, 0.29
14677, 0.37
14678, 0.30
14679, 0.24
14680, 0.00
14681, 0.21
14682, 0.27
14683, 0.59
14684, 0.35
14685, 0.19
14686, 0.44
14687, 0.21
14688, 0.35
14689, 0.36
14690, 0.36
14691, 0.29
14692, 0.35
14693, 0.35
14694, 0.59
14695, 0.59
14696, 0.27
14697, 0.31
14698, 0.53
14699, 0.28
14700, 0.30
14701, 0.23
14702, 0.39
14703, 0.45
14704, 0.30
14705, 0.36
14706, 0.40
14707, 0.29
14708, 0.27
14709, 0.59
14710, 0.21
14711, 0.59
14712, 0.30
14713, 0.59
14714, 0.25
14715, 0.59
14716, 0.29
14717, 0.39
14718, 0.27
14719, 0.30
14720, 0.43
14721, 0.38
14722, 0.52
14723, 0.29
14724, 0.59
14725, 0.43
14726, 0.50
14727, 0.32
14728, 0.31
14729, 0.59
14730, 0.22
14731, 0.37
14732, 0.59
14733, 0.40
14734, 0.33
14735, 0.37
14736, 0.29
14737, 0.21
14738, 0.27
14739, 0.44
14740, 0.27
14741, 0.22
14742, 0.33
14743, 0.40
14744, 0.37
14745, 0.36
14746, 0.42
14747, 0.38
14748, 0.29
14749, 0.35
14750, 0.32
14751, 0.43
14752, 0.34
14753, 0.29
14754, 0.43
14755, 0.29
14756, 0.33
14757, 0.38
14758, 0.29
14759, 0.48
14760, 0.28
14761, 0.47
14762, 0.33
14763, 0.43
14764, 0.27
14765, 0.36
14766, 0.35
14767, 0.41
14768, 0.40
14769, 0.33
14770, 0.35
14771, 0.41
14772, 0.31
14773, 0.59
14774, 0.37
14775, 0.28
14776, 0.37
14777, 0.25
14778, 0.35
14779, 0.50
14780, 0.42
14781, 0.30
14782, 0.35
14783, 0.28
14784, 0.52
14785, 0.24
14786, 0.36
14787, 0.19
14788, 0.33
14789, 0.28
14790, 0.25
14791, 0.37
14792, 0.32
14793, 0.23
14794, 0.22
14795, 0.41
14796, 0.59
14797, 0.45
14798, 0.36
14799, 0.40
14800, 0.28
14801, 0.35
14802, 0.59
14803, 0.38
14804, 0.27
14805, 0.32
14806, 0.25
14807, 0.21
14808, 0.31
14809, 0.59
14810, 0.35
14811, 0.35
14812, 0.39
14813, 0.28
14814, 0.38
14815, 0.29
14816, 0.28
14817, 0.34
14818, 0.59
14819, 0.28
14820, 0.34
14821, 0.59
14822, 0.59
14823, 0.18
14824, 0.50
14825, 0.40
14826, 0.40
14827, 0.44
14828, 0.31
14829, 0.35
14830, 0.32
14831, 0.37
14832, 0.59
14833, 0.33
14834, 0.42
14835, 0.33
14836, 0.47
14837, 0.31
14838, 0.32
14839, 0.33
14840, 0.27
14841, 0.28
14842, 0.30
14843, 0.26
14844, 0.33
14845, 0.28
14846, 0.28
14847, 0.56
14848, 0.36
14849, 0.38
14850, 0.18
14851, 0.59
14852, 0.28
14853, 0.49
14854, 0.33
14855, 0.33
14856, 0.55
14857, 0.59
14858, 0.59
14859, 0.31
14860, 0.27
14861, 0.41
14862, 0.48
14863, 0.24
14864, 0.47
14865, 0.47
14866, 0.37
14867, 0.59
14868, 0.40
14869, 0.32
14870, 0.51
14871, 0.43
14872, 0.56
14873, 0.27
14874, 0.36
14875, 0.29
14876, 0.28
14877, 0.27
14878, 0.21
14879, 0.27
14880, 0.23
14881, 0.36
14882, 0.29
14883, 0.34
14884, 0.44
14885, 0.37
14886, 0.28
14887, 0.28
14888, 0.27
14889, 0.22
14890, 0.38
14891, 0.59
14892, 0.40
14893, 0.46
14894, 0.24
14895, 0.22
14896, 0.59
14897, 0.30
14898, 0.36
14899, 0.35
14900, 0.28
14901, 0.31
14902, 0.18
14903, 0.29
14904, 0.22
14905, 0.31
14906, 0.59
14907, 0.30
14908, 0.35
14909, 0.44
14910, 0.55
14911, 0.44
14912, 0.29
14913, 0.27
14914, 0.33
14915, 0.35
14916, 0.29
14917, 0.32
14918, 0.28
14919, 0.29
14920, 0.35
14921, 0.46
14922, 0.02
14923, 0.43
14924, 0.36
14925, 0.34
14926, 0.32
14927, 0.27
14928, 0.42
14929, 0.42
14930, 0.34
14931, 0.38
14932, 0.25
14933, 0.31
14934, 0.37
14935, 0.58
14936, 0.28
14937, 0.27
14938, 0.27
14939, 0.45
14940, 0.36
14941, 0.36
14942, 0.33
14943, 0.40
14944, 0.37
14945, 0.32
14946, 0.33
14947, 0.59
14948, 0.59
14949, 0.46
14950, 0.42
14951, 0.33
14952, 0.28
14953, 0.46
14954, 0.32
14955, 0.37
14956, 0.38
14957, 0.27
14958, 0.52
14959, 0.29
14960, 0.24
14961, 0.38
14962, 0.42
14963, 0.38
14964, 0.35
14965, 0.53
14966, 0.45
14967, 0.26
14968, 0.31
14969, 0.24
14970, 0.23
14971, 0.34
14972, 0.33
14973, 0.37
14974, 0.37
14975, 0.36
14976, 0.27
14977, 0.31
14978, 0.54
14979, 0.33
14980, 0.29
14981, 0.32
14982, 0.36
14983, 0.51
14984, 0.45
14985, 0.30
14986, 0.59
14987, 0.22
14988, 0.33
14989, 0.40
14990, 0.40
14991, 0.45
14992, 0.43
14993, 0.59
14994, 0.20
14995, 0.59
14996, 0.29
14997, 0.27
14998, 0.44
14999, 0.59
15000, 0.28
15001, 0.38
15002, 0.30
15003, 0.25
15004, 0.27
15005, 0.59
15006, 0.39
15007, 0.59
15008, 0.27
15009, 0.30
15010, 0.44
15011, 0.30
15012, 0.35
15013, 0.38
15014, 0.40
15015, 0.30
15016, 0.35
15017, 0.30
15018, 0.27
15019, 0.50
15020, 0.59
15021, 0.28
15022, 0.31
15023, 0.32
15024, 0.49
15025, 0.32
15026, 0.29
15027, 0.26
15028, 0.59
15029, 0.37
15030, 0.45
15031, 0.32
15032, 0.59
15033, 0.30
15034, 0.29
15035, 0.59
15036, 0.34
15037, 0.29
15038, 0.33
15039, 0.59
15040, 0.30
15041, 0.39
15042, 0.28
15043, 0.26
15044, 0.31
15045, 0.37
15046, 0.59
15047, 0.28
15048, 0.37
15049, 0.35
15050, 0.20
15051, 0.39
15052, 0.57
15053, 0.34
15054, 0.50
15055, 0.52
15056, 0.55
15057, 0.31
15058, 0.36
15059, 0.18
15060, 0.39
15061, 0.38
15062, 0.35
15063, 0.38
15064, 0.34
15065, 0.52
15066, 0.59
15067, 0.22
15068, 0.27
15069, 0.28
15070, 0.40
15071, 0.34
15072, 0.37
15073, 0.31
15074, 0.37
15075, 0.56
15076, 0.59
15077, 0.59
15078, 0.59
15079, 0.59
15080, 0.28
15081, 0.41
15082, 0.27
15083, 0.27
15084, 0.44
15085, 0.59
15086, 0.24
15087, 0.27
15088, 0.57
15089, 0.42
15090, 0.33
15091, 0.33
15092, 0.36
15093, 0.37
15094, 0.37
15095, 0.38
15096, 0.31
15097, 0.50
15098, 0.39
15099, 0.30
15100, 0.59
15101, 0.27
15102, 0.36
15103, 0.32
15104, 0.30
15105, 0.59
15106, 0.59
15107, 0.19
15108, 0.28
15109, 0.31
15110, 0.23
15111, 0.33
15112, 0.26
15113, 0.00
15114, 0.27
15115, 0.38
15116, 0.22
15117, 0.39
15118, 0.31
15119, 0.30
15120, 0.59
15121, 0.32
15122, 0.50
15123, 0.59
15124, 0.30
15125, 0.27
15126, 0.29
15127, 0.25
15128, 0.34
15129, 0.25
15130, 0.31
15131, 0.28
15132, 0.27
15133, 0.45
15134, 0.58
15135, 0.23
15136, 0.59
15137, 0.40
15138, 0.58
15139, 0.41
15140, 0.27
15141, 0.36
15142, 0.27
15143, 0.56
15144, 0.28
15145, 0.53
15146, 0.37
15147, 0.27
15148, 0.30
15149, 0.43
15150, 0.35
15151, 0.37
15152, 0.29
15153, 0.20
15154, 0.26
15155, 0.30
15156, 0.30
15157, 0.48
15158, 0.27
15159, 0.28
15160, 0.59
15161, 0.59
15162, 0.27
15163, 0.25
15164, 0.26
15165, 0.40
15166, 0.35
15167, 0.59
15168, 0.31
15169, 0.29
15170, 0.57
15171, 0.29
15172, 0.34
15173, 0.59
15174, 0.31
15175, 0.27
15176, 0.26
15177, 0.34
15178, 0.59
15179, 0.37
15180, 0.30
15181, 0.48
15182, 0.27
15183, 0.59
15184, 0.29
15185, 0.22
15186, 0.57
15187, 0.32
15188, 0.38
15189, 0.39
15190, 0.37
15191, 0.42
15192, 0.59
15193, 0.29
15194, 0.27
15195, 0.32
15196, 0.23
15197, 0.30
15198, 0.59
15199, 0.46
15200, 0.48
15201, 0.42
15202, 0.23
15203, 0.33
15204, 0.44
15205, 0.27
15206, 0.39
15207, 0.42
15208, 0.38
15209, 0.35
15210, 0.38
15211, 0.34
15212, 0.37
15213, 0.59
15214, 0.27
15215, 0.27
15216, 0.33
15217, 0.46
15218, 0.33
15219, 0.34
15220, 0.59
15221, 0.59
15222, 0.36
15223, 0.59
15224, 0.36
15225, 0.39
15226, 0.36
15227, 0.16
15228, 0.41
15229, 0.59
15230, 0.59
15231, 0.42
15232, 0.59
15233, 0.21
15234, 0.32
15235, 0.37
15236, 0.59
15237, 0.56
15238, 0.40
15239, 0.22
15240, 0.59
15241, 0.30
15242, 0.59
15243, 0.35
15244, 0.46
15245, 0.46
15246, 0.29
15247, 0.59
15248, 0.28
15249, 0.59
15250, 0.35
15251, 0.33
15252, 0.30
15253, 0.50
15254, 0.33
15255, 0.32
15256, 0.31
15257, 0.27
15258, 0.23
15259, 0.33
15260, 0.21
15261, 0.59
15262, 0.19
15263, 0.31
15264, 0.36
15265, 0.30
15266, 0.30
15267, 0.34
15268, 0.26
15269, 0.40
15270, 0.35
15271, 0.28
15272, 0.59
15273, 0.31
15274, 0.30
15275, 0.51
15276, 0.27
15277, 0.29
15278, 0.23
15279, 0.28
15280, 0.33
15281, 0.59
15282, 0.34
15283, 0.28
15284, 0.44
15285, 0.31
15286, 0.59
15287, 0.41
15288, 0.43
15289, 0.27
15290, 0.42
15291, 0.27
15292, 0.26
15293, 0.32
15294, 0.52
15295, 0.35
15296, 0.32
15297, 0.53
15298, 0.28
15299, 0.36
15300, 0.28
15301, 0.28
15302, 0.35
15303, 0.59
15304, 0.33
15305, 0.37
15306, 0.47
15307, 0.51
15308, 0.33
15309, 0.32
15310, 0.32
15311, 0.29
15312, 0.22
15313, 0.31
15314, 0.28
15315, 0.28
15316, 0.59
15317, 0.32
15318, 0.43
15319, 0.37
15320, 0.29
15321, 0.28
15322, 0.27
15323, 0.48
15324, 0.33
15325, 0.46
15326, 0.32
15327, 0.29
15328, 0.33
15329, 0.38
15330, 0.30
15331, 0.44
15332, 0.41
15333, 0.27
15334, 0.29
15335, 0.47
15336, 0.25
15337, 0.20
15338, 0.19
15339, 0.37
15340, 0.42
15341, 0.28
15342, 0.33
15343, 0.24
15344, 0.28
15345, 0.48
15346, 0.40
15347, 0.34
15348, 0.26
15349, 0.28
15350, 0.27
15351, 0.29
15352, 0.23
15353, 0.36
15354, 0.47
15355, 0.28
15356, 0.58
15357, 0.32
15358, 0.26
15359, 0.59
15360, 0.27
15361, 0.26
15362, 0.25
15363, 0.59
15364, 0.39
15365, 0.32
15366, 0.30
15367, 0.59
15368, 0.35
15369, 0.39
15370, 0.30
15371, 0.35
15372, 0.27
15373, 0.34
15374, 0.23
15375, 0.27
15376, 0.54
15377, 0.27
15378, 0.39
15379, 0.27
15380, 0.27
15381, 0.27
15382, 0.31
15383, 0.27
15384, 0.36
15385, 0.31
15386, 0.34
15387, 0.48
15388, 0.34
15389, 0.28
15390, 0.39
15391, 0.32
15392, 0.42
15393, 0.26
15394, 0.22
15395, 0.42
15396, 0.23
15397, 0.27
15398, 0.20
15399, 0.33
15400, 0.33
15401, 0.59
15402, 0.30
15403, 0.40
15404, 0.56
15405, 0.29
15406, 0.31
15407, 0.41
15408, 0.31
15409, 0.59
15410, 0.54
15411, 0.46
15412, 0.50
15413, 0.28
15414, 0.30
15415, 0.38
15416, 0.23
15417, 0.27
15418, 0.35
15419, 0.59
15420, 0.23
15421, 0.30
15422, 0.23
15423, 0.31
15424, 0.59
15425, 0.28
15426, 0.50
15427, 0.21
15428, 0.27
15429, 0.35
15430, 0.21
15431, 0.35
15432, 0.21
15433, 0.41
15434, 0.32
15435, 0.46
15436, 0.37
15437, 0.59
15438, 0.33
15439, 0.36
15440, 0.49
15441, 0.27
15442, 0.33
15443, 0.36
15444, 0.25
15445, 0.35
15446, 0.59
15447, 0.43
15448, 0.33
15449, 0.30
15450, 0.32
15451, 0.45
15452, 0.27
15453, 0.34
15454, 0.32
15455, 0.59
15456, 0.57
15457, 0.27
15458, 0.29
15459, 0.51
15460, 0.29
15461, 0.52
15462, 0.28
15463, 0.28
15464, 0.27
15465, 0.30
15466, 0.30
15467, 0.53
15468, 0.38
15469, 0.26
15470, 0.31
15471, 0.59
15472, 0.26
15473, 0.28
15474, 0.31
15475, 0.43
15476, 0.46
15477, 0.28
15478, 0.30
15479, 0.30
15480, 0.31
15481, 0.37
15482, 0.28
15483, 0.59
15484, 0.38
15485, 0.39
15486, 0.27
15487, 0.22
15488, 0.44
15489, 0.32
15490, 0.25
15491, 0.26
15492, 0.35
15493, 0.46
15494, 0.27
15495, 0.59
15496, 0.46
15497, 0.52
15498, 0.46
15499, 0.26
15500, 0.49
15501, 0.35
15502, 0.38
15503, 0.35
15504, 0.27
15505, 0.36
15506, 0.56
15507, 0.30
15508, 0.27
15509, 0.36
15510, 0.27
15511, 0.59
15512, 0.45
15513, 0.28
15514, 0.29
15515, 0.22
15516, 0.43
15517, 0.29
15518, 0.36
15519, 0.45
15520, 0.42
15521, 0.28
15522, 0.33
15523, 0.32
15524, 0.52
15525, 0.21
15526, 0.45
15527, 0.59
15528, 0.31
15529, 0.30
15530, 0.54
15531, 0.35
15532, 0.34
15533, 0.39
15534, 0.23
15535, 0.30
15536, 0.45
15537, 0.45
15538, 0.38
15539, 0.44
15540, 0.34
15541, 0.27
15542, 0.32
15543, 0.23
15544, 0.31
15545, 0.59
15546, 0.45
15547, 0.30
15548, 0.48
15549, 0.37
15550, 0.22
15551, 0.28
15552, 0.51
15553, 0.36
15554, 0.33
15555, 0.53
15556, 0.59
15557, 0.27
15558, 0.21
15559, 0.29
15560, 0.59
15561, 0.36
15562, 0.36
15563, 0.43
15564, 0.46
15565, 0.27
15566, 0.32
15567, 0.30
15568, 0.28
15569, 0.44
15570, 0.18
15571, 0.46
15572, 0.45
15573, 0.37
15574, 0.40
15575, 0.27
15576, 0.29
15577, 0.38
15578, 0.35
15579, 0.59
15580, 0.59
15581, 0.25
15582, 0.59
15583, 0.28
15584, 0.24
15585, 0.32
15586, 0.40
15587, 0.59
15588, 0.35
15589, 0.48
15590, 0.44
15591, 0.29
15592, 0.34
15593, 0.29
15594, 0.44
15595, 0.38
15596, 0.59
15597, 0.35
15598, 0.37
15599, 0.34
15600, 0.34
15601, 0.38
15602, 0.31
15603, 0.27
15604, 0.26
15605, 0.44
15606, 0.33
15607, 0.25
15608, 0.00
15609, 0.30
15610, 0.40
15611, 0.47
15612, 0.33
15613, 0.43
15614, 0.41
15615, 0.37
15616, 0.37
15617, 0.29
15618, 0.25
15619, 0.27
15620, 0.57
15621, 0.59
15622, 0.32
15623, 0.28
15624, 0.24
15625, 0.19
15626, 0.39
15627, 0.38
15628, 0.29
15629, 0.28
15630, 0.28
15631, 0.27
15632, 0.27
15633, 0.55
15634, 0.30
15635, 0.27
15636, 0.46
15637, 0.27
15638, 0.29
15639, 0.58
15640, 0.36
15641, 0.59
15642, 0.37
15643, 0.45
15644, 0.35
15645, 0.30
15646, 0.43
15647, 0.40
15648, 0.32
15649, 0.35
15650, 0.43
15651, 0.46
15652, 0.34
15653, 0.31
15654, 0.36
15655, 0.59
15656, 0.27
15657, 0.59
15658, 0.29
15659, 0.52
15660, 0.34
15661, 0.30
15662, 0.37
15663, 0.34
15664, 0.59
15665, 0.48
15666, 0.59
15667, 0.41
15668, 0.50
15669, 0.24
15670, 0.27
15671, 0.45
15672, 0.59
15673, 0.34
15674, 0.54
15675, 0.37
15676, 0.32
15677, 0.44
15678, 0.52
15679, 0.48
15680, 0.59
15681, 0.37
15682, 0.21
15683, 0.37
15684, 0.34
15685, 0.31
15686, 0.36
15687, 0.41
15688, 0.22
15689, 0.32
15690, 0.36
15691, 0.31
15692, 0.28
15693, 0.17
15694, 0.39
15695, 0.37
15696, 0.42
15697, 0.54
15698, 0.53
15699, 0.42
15700, 0.32
15701, 0.45
15702, 0.46
15703, 0.35
15704, 0.32
15705, 0.46
15706, 0.28
15707, 0.32
15708, 0.38
15709, 0.30
15710, 0.36
15711, 0.32
15712, 0.40
15713, 0.49
15714, 0.40
15715, 0.32
15716, 0.27
15717, 0.31
15718, 0.31
15719, 0.59
15720, 0.31
15721, 0.41
15722, 0.21
15723, 0.34
15724, 0.46
15725, 0.59
15726, 0.31
15727, 0.41
15728, 0.40
15729, 0.57
15730, 0.27
15731, 0.37
15732, 0.30
15733, 0.48
15734, 0.31
15735, 0.59
15736, 0.35
15737, 0.59
15738, 0.38
15739, 0.34
15740, 0.19
15741, 0.35
15742, 0.21
15743, 0.36
15744, 0.28
15745, 0.40
15746, 0.32
15747, 0.25
15748, 0.59
15749, 0.33
15750, 0.30
15751, 0.32
15752, 0.46
15753, 0.52
15754, 0.59
15755, 0.29
15756, 0.31
15757, 0.24
15758, 0.51
15759, 0.31
15760, 0.33
15761, 0.32
15762, 0.37
15763, 0.34
15764, 0.49
15765, 0.42
15766, 0.29
15767, 0.20
15768, 0.36
15769, 0.00
15770, 0.59
15771, 0.22
15772, 0.37
15773, 0.23
15774, 0.27
15775, 0.49
15776, 0.28
15777, 0.30
15778, 0.48
15779, 0.33
15780, 0.42
15781, 0.40
15782, 0.21
15783, 0.38
15784, 0.00
15785, 0.59
15786, 0.43
15787, 0.29
15788, 0.33
15789, 0.45
15790, 0.36
15791, 0.24
15792, 0.26
15793, 0.35
15794, 0.35
15795, 0.26
15796, 0.34
15797, 0.27
15798, 0.59
15799, 0.35
15800, 0.28
15801, 0.41
15802, 0.34
15803, 0.55
15804, 0.38
15805, 0.25
15806, 0.35
15807, 0.43
15808, 0.36
15809, 0.31
15810, 0.59
15811, 0.54
15812, 0.40
15813, 0.59
15814, 0.27
15815, 0.24
15816, 0.59
15817, 0.32
15818, 0.28
15819, 0.31
15820, 0.22
15821, 0.27
15822, 0.29
15823, 0.33
15824, 0.40
15825, 0.30
15826, 0.48
15827, 0.58
15828, 0.41
15829, 0.55
15830, 0.59
15831, 0.47
15832, 0.29
15833, 0.26
15834, 0.57
15835, 0.32
15836, 0.35
15837, 0.38
15838, 0.31
15839, 0.26
15840, 0.39
15841, 0.37
15842, 0.33
15843, 0.28
15844, 0.31
15845, 0.23
15846, 0.21
15847, 0.59
15848, 0.55
15849, 0.27
15850, 0.28
15851, 0.43
15852, 0.41
15853, 0.28
15854, 0.41
15855, 0.27
15856, 0.47
15857, 0.34
15858, 0.44
15859, 0.57
15860, 0.47
15861, 0.33
15862, 0.57
15863, 0.32
15864, 0.41
15865, 0.34
15866, 0.59
15867, 0.51
15868, 0.34
15869, 0.59
15870, 0.33
15871, 0.39
15872, 0.24
15873, 0.26
15874, 0.46
15875, 0.28
15876, 0.52
15877, 0.59
15878, 0.34
15879, 0.18
15880, 0.31
15881, 0.47
15882, 0.59
15883, 0.40
15884, 0.59
15885, 0.22
15886, 0.27
15887, 0.59
15888, 0.27
15889, 0.33
15890, 0.59
15891, 0.35
15892, 0.26
15893, 0.59
15894, 0.42
15895, 0.52
15896, 0.33
15897, 0.29
15898, 0.42
15899, 0.25
15900, 0.34
15901, 0.50
15902, 0.32
15903, 0.34
15904, 0.30
15905, 0.49
15906, 0.26
15907, 0.59
15908, 0.38
15909, 0.56
15910, 0.41
15911, 0.35
15912, 0.39
15913, 0.33
15914, 0.30
15915, 0.59
15916, 0.32
15917, 0.39
15918, 0.25
15919, 0.32
15920, 0.41
15921, 0.30
15922, 0.38
15923, 0.18
15924, 0.28
15925, 0.28
15926, 0.39
15927, 0.35
15928, 0.28
15929, 0.33
15930, 0.47
15931, 0.29
15932, 0.37
15933, 0.32
15934, 0.33
15935, 0.28
15936, 0.40
15937, 0.41
15938, 0.26
15939, 0.30
15940, 0.59
15941, 0.22
15942, 0.59
15943, 0.28
15944, 0.42
15945, 0.53
15946, 0.29
15947, 0.59
15948, 0.27
15949, 0.43
15950, 0.33
15951, 0.29
15952, 0.36
15953, 0.31
15954, 0.37
15955, 0.45
15956, 0.59
15957, 0.59
15958, 0.30
15959, 0.27
15960, 0.29
15961, 0.28
15962, 0.31
15963, 0.28
15964, 0.32
15965, 0.53
15966, 0.36
15967, 0.30
15968, 0.41
15969, 0.27
15970, 0.27
15971, 0.31
15972, 0.59
15973, 0.31
15974, 0.21
15975, 0.39
15976, 0.35
15977, 0.23
15978, 0.42
15979, 0.40
15980, 0.23
15981, 0.41
15982, 0.33
15983, 0.30
15984, 0.36
15985, 0.33
15986, 0.34
15987, 0.36
15988, 0.27
15989, 0.33
15990, 0.34
15991, 0.59
15992, 0.25
15993, 0.31
15994, 0.59
15995, 0.36
15996, 0.29
15997, 0.22
15998, 0.59
15999, 0.28
16000, 0.59
16001, 0.40
16002, 0.25
16003, 0.38
16004, 0.35
16005, 0.35
16006, 0.59
16007, 0.59
16008, 0.59
16009, 0.36
16010, 0.35
16011, 0.22
16012, 0.29
16013, 0.34
16014, 0.53
16015, 0.55
16016, 0.30
16017, 0.52
16018, 0.32
16019, 0.59
16020, 0.57
16021, 0.36
16022, 0.28
16023, 0.46
16024, 0.34
16025, 0.29
16026, 0.59
16027, 0.59
16028, 0.31
16029, 0.59
16030, 0.29
16031, 0.32
16032, 0.32
16033, 0.31
16034, 0.28
16035, 0.34
16036, 0.35
16037, 0.31
16038, 0.28
16039, 0.59
16040, 0.22
16041, 0.25
16042, 0.24
16043, 0.29
16044, 0.38
16045, 0.52
16046, 0.27
16047, 0.59
16048, 0.27
16049, 0.35
16050, 0.35
16051, 0.27
16052, 0.17
16053, 0.27
16054, 0.35
16055, 0.29
16056, 0.19
16057, 0.42
16058, 0.52
16059, 0.33
16060, 0.35
16061, 0.59
16062, 0.43
16063, 0.37
16064, 0.34
16065, 0.59
16066, 0.22
16067, 0.37
16068, 0.47
16069, 0.35
16070, 0.37
16071, 0.27
16072, 0.59
16073, 0.28
16074, 0.37
16075, 0.32
16076, 0.30
16077, 0.58
16078, 0.42
16079, 0.24
16080, 0.30
16081, 0.45
16082, 0.22
16083, 0.56
16084, 0.29
16085, 0.50
16086, 0.20
16087, 0.28
16088, 0.27
16089, 0.22
16090, 0.33
16091, 0.59
16092, 0.31
16093, 0.24
16094, 0.59
16095, 0.31
16096, 0.59
16097, 0.40
16098, 0.24
16099, 0.23
16100, 0.27
16101, 0.54
16102, 0.30
16103, 0.59
16104, 0.33
16105, 0.31
16106, 0.26
16107, 0.29
16108, 0.36
16109, 0.25
16110, 0.59
16111, 0.40
16112, 0.30
16113, 0.39
16114, 0.49
16115, 0.18
16116, 0.44
16117, 0.54
16118, 0.59
16119, 0.59
16120, 0.16
16121, 0.35
16122, 0.41
16123, 0.30
16124, 0.34
16125, 0.31
16126, 0.35
16127, 0.35
16128, 0.55
16129, 0.36
16130, 0.59
16131, 0.39
16132, 0.19
16133, 0.41
16134, 0.27
16135, 0.33
16136, 0.40
16137, 0.33
16138, 0.26
16139, 0.34
16140, 0.40
16141, 0.35
16142, 0.59
16143, 0.49
16144, 0.37
16145, 0.35
16146, 0.31
16147, 0.26
16148, 0.35
16149, 0.34
16150, 0.51
16151, 0.20
16152, 0.35
16153, 0.59
16154, 0.19
16155, 0.59
16156, 0.21
16157, 0.21
16158, 0.27
16159, 0.26
16160, 0.58
16161, 0.23
16162, 0.27
16163, 0.26
16164, 0.59
16165, 0.37
16166, 0.57
16167, 0.32
16168, 0.40
16169, 0.27
16170, 0.39
16171, 0.29
16172, 0.37
16173, 0.59
16174, 0.35
16175, 0.47
16176, 0.30
16177, 0.38
16178, 0.27
16179, 0.28
16180, 0.59
16181, 0.34
16182, 0.38
16183, 0.33
16184, 0.31
16185, 0.59
16186, 0.59
16187, 0.29
16188, 0.28
16189, 0.45
16190, 0.49
16191, 0.26
16192, 0.42
16193, 0.27
16194, 0.28
16195, 0.37
16196, 0.35
16197, 0.47
16198, 0.34
16199, 0.28
16200, 0.59
16201, 0.28
16202, 0.43
16203, 0.35
16204, 0.22
16205, 0.34
16206, 0.50
16207, 0.25
16208, 0.33
16209, 0.26
16210, 0.28
16211, 0.51
16212, 0.30
16213, 0.39
16214, 0.20
16215, 0.40
16216, 0.52
16217, 0.38
16218, 0.40
16219, 0.39
16220, 0.34
16221, 0.26
16222, 0.41
16223, 0.35
16224, 0.30
16225, 0.39
16226, 0.27
16227, 0.27
16228, 0.33
16229, 0.30
16230, 0.53
16231, 0.29
16232, 0.42
16233, 0.38
16234, 0.23
16235, 0.59
16236, 0.32
16237, 0.41
16238, 0.37
16239, 0.29
16240, 0.19
16241, 0.46
16242, 0.36
16243, 0.52
16244, 0.59
16245, 0.29
16246, 0.40
16247, 0.27
16248, 0.32
16249, 0.59
16250, 0.26
16251, 0.37
16252, 0.26
16253, 0.49
16254, 0.42
16255, 0.31
16256, 0.37
16257, 0.59
16258, 0.39
16259, 0.26
16260, 0.34
16261, 0.43
16262, 0.30
16263, 0.30
16264, 0.52
16265, 0.48
16266, 0.59
16267, 0.23
16268, 0.34
16269, 0.47
16270, 0.30
16271, 0.33
16272, 0.30
16273, 0.57
16274, 0.38
16275, 0.59
16276, 0.27
16277, 0.56
16278, 0.29
16279, 0.32
16280, 0.30
16281, 0.21
16282, 0.39
16283, 0.38
16284, 0.27
16285, 0.48
16286, 0.31
16287, 0.46
16288, 0.35
16289, 0.37
16290, 0.27
16291, 0.59
16292, 0.27
16293, 0.28
16294, 0.26
16295, 0.26
16296, 0.24
16297, 0.26
16298, 0.26
16299, 0.27
16300, 0.29
16301, 0.34
16302, 0.46
16303, 0.25
16304, 0.27
16305, 0.59
16306, 0.26
16307, 0.25
16308, 0.32
16309, 0.42
16310, 0.27
16311, 0.59
16312, 0.40
16313, 0.39
16314, 0.59
16315, 0.59
16316, 0.35
16317, 0.22
16318, 0.48
16319, 0.59
16320, 0.59
16321, 0.23
16322, 0.26
16323, 0.22
16324, 0.57
16325, 0.36
16326, 0.35
16327, 0.31
16328, 0.32
16329, 0.00
16330, 0.19
16331, 0.32
16332, 0.38
16333, 0.53
16334, 0.32
16335, 0.26
16336, 0.59
